"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm","age_2","log_Ingresos","female"
4689452,2,0,61,1,36,3,1,0,9e+05,5250,9e+05,9e+05,1,1,0,45,3,2,40,4,1,3721,8.56598335558567,1
4689453,3,0,42,1,6,6,1,0,7e+05,3402.77783203125,725000,725000,1,1,0,98,5,2,48,4,1,1764,8.13234738645469,1
4689453,3,0,35,1,2,6,1,0,6e+05,2916.66674804688,850000,6e+05,1,0,0,54,5,2,48,3,1,1225,7.97819671858534,1
4689454,3,1,26,1,12,7,1,0,3466666.75,16851.8515625,3466666.66666667,3466666.66666667,0,0,1,11,6,2,48,1,3,676,9.73221581475843,0
4689456,2,1,48,1,60,7,1,0,1200000,3111.11108398438,2400000,2400000,1,1,1,98,6,2,90,4,1,2304,8.04273520310181,0
4689456,2,0,41,1,2,7,1,0,1905000,9260.4169921875,1905000,1905000,0,0,1,21,6,2,48,1,4,1681,9.13350435818006,1
4689457,2,1,28,1,14,6,1,0,980000,4763.888671875,980000,980000,0,0,1,84,5,2,48,1,4,784,8.46881956157809,0
4689457,2,0,22,1,1,7,1,0,831211,3878.98461914062,831211,831211,0,0,1,53,6,2,50,1,5,484,8.26332870227114,1
4689458,3,0,56,1,264,7,1,0,4008333.25,18705.5546875,4008333.33333333,4008333.33333333,0,0,1,12,6,2,50,1,4,3136,9.8365758008467,1
4689458,3,0,22,3,1,7,1,0,3e+05,4375,3e+05,3e+05,1,1,0,77,6,2,16,4,1,484,8.38366179879172,1
4689459,3,1,26,1,24,6,1,0,781242,3038.16333007812,781242,781242,1,0,0,45,5,2,60,1,2,676,8.01900844407993,0
4689459,3,1,20,1,12,6,1,0,781242,3038.16333007812,781242,781242,1,0,0,45,5,2,60,1,2,400,8.01900844407993,0
4689460,3,1,46,2,18,7,1,0,1e+06,5833.33349609375,1e+06,1e+06,1,1,0,98,6,2,40,4,1,2116,8.67134389914528,0
4689461,2,0,22,4,5,6,1,0,8e+05,5333.33349609375,860000,8e+05,1,0,0,54,5,2,35,3,1,484,8.58173174307139,1
4689462,2,1,50,1,6,3,1,0,1e+06,2745.09814453125,1e+06,1e+06,1,0,0,41,3,2,85,5,2,2500,7.91757210723207,0
4689463,2,0,44,1,218,6,1,0,967119.6875,4701.2763671875,1042119.66666667,1042119.66666667,0,0,1,53,5,2,48,1,4,1936,8.45558931831708,1
4689464,3,0,37,1,30,7,1,0,3245833.25,15778.3564453125,3245833.33333333,3245833.33333333,0,0,1,39,6,2,48,1,5,1369,9.66639443468598,1
4689465,2,1,43,1,4,4,1,0,1400000,6533.33349609375,1400000,1400000,1,0,0,93,3,2,50,1,2,1849,8.78467258146281,0
4689466,2,1,35,6,60,6,1,0,6e+05,5833.33349609375,6e+05,6e+05,1,1,0,55,5,1,24,4,1,1225,8.67134389914528,0
4689468,3,1,51,1,30,6,1,0,1800000,8400,2560000,2560000,0,1,1,98,5,2,50,4,5,2601,9.03598698483141,0
4689468,3,0,49,1,324,6,1,0,2235777.75,10868.3642578125,2235777.66666667,2235777.66666667,1,0,1,44,5,2,48,1,2,2401,9.2936114865297,1
4689469,3,0,45,1,108,7,1,0,9e+05,3500,9e+05,9e+05,0,1,1,57,6,2,60,4,4,2025,8.1605182474775,1
4689470,2,0,25,1,6,7,1,0,8e+05,3888.88891601562,8e+05,8e+05,0,0,1,33,6,2,48,1,5,625,8.26587877011078,1
4689471,2,0,26,1,36,7,1,0,1392411,8122.3974609375,1642411,1642411,0,0,1,11,6,2,40,1,4,676,9.00238064338693,1
4689472,3,1,27,1,1,7,1,0,3200000,18666.666015625,3200000,3200000,0,1,1,6,6,2,40,4,5,729,9.83449464617194,0
4689472,3,0,26,6,1,7,1,0,3e+06,19444.4453125,3e+06,3e+06,0,0,1,6,6,2,36,1,4,676,9.87531672021229,1
4689473,2,1,39,1,24,6,1,0,1500000,8750,1500000,1500000,1,1,0,45,5,2,40,4,2,1521,9.07680897935166,0
4689473,2,0,34,1,120,7,1,0,1500000,8750,1500000,1500000,1,1,0,45,6,2,40,4,2,1156,9.07680897935166,1
4689474,3,0,41,4,6,7,1,0,1500000,10000,1500000,1500000,0,1,1,98,6,2,35,4,5,1681,9.21034037197618,1
4689474,3,1,43,4,6,6,1,0,1600000,18666.666015625,1600000,1600000,0,1,1,98,5,1,20,4,5,1849,9.83449464617194,0
4689475,3,1,38,1,240,6,1,0,2925000,8531.25,2925000,2925000,0,0,1,58,5,2,80,2,5,1444,9.05149117136737,0
4689475,3,0,35,1,15,7,1,0,3080000,14972.22265625,3080000,3080000,0,0,1,7,6,2,48,1,4,1225,9.61395194042389,1
4689476,1,1,58,2,84,4,1,0,2e+05,3888.88891601562,2e+05,2e+05,1,0,0,97,3,1,12,1,2,3364,8.26587877011078,0
4689477,1,0,25,1,24,7,1,0,1733333.375,8425.92578125,1733333.33333333,1733333.33333333,0,0,1,39,6,2,48,2,5,625,9.03906863419848,1
4689478,3,1,35,1,6,7,1,0,4e+06,22222.22265625,4e+06,4e+06,0,1,1,2,6,1,42,4,5,1225,10.0088480877252,0
4689478,3,0,28,1,48,7,1,0,4558333,26590.275390625,4641666.66666667,4641666.66666667,0,0,1,8,6,2,40,2,5,784,10.188300841108,1
4689479,1,0,21,3,6,7,1,0,3e+05,2916.66674804688,3e+05,3e+05,1,0,0,38,6,2,24,1,2,441,7.97819671858534,1
4689481,2,1,31,1,1,6,1,0,720000,2800,720000,720000,1,0,0,95,5,2,60,1,2,961,7.9373746961633,0
4689481,2,0,19,1,6,3,1,0,4e+05,1944.44445800781,4e+05,4e+05,1,1,0,79,3,2,48,4,2,361,7.57273158955083,1
4689483,2,1,54,1,4,6,1,0,1100000,5133.33349609375,1100000,1100000,1,1,0,95,5,2,50,4,1,2916,8.54351053144019,0
4689483,2,1,20,1,9,7,1,0,850000,4047.619140625,9e+05,850000,1,1,0,41,6,2,49,4,1,400,8.30588412072697,0
4689484,2,1,31,1,29,6,1,0,1522291.625,4933.3525390625,1522291.66666667,1522291.66666667,0,0,1,98,5,2,72,1,4,961,8.50377406412973,0
4689485,2,1,36,1,240,6,1,0,1117291.625,3620.8525390625,1117291.66666667,1117291.66666667,0,0,1,98,5,2,72,1,5,1296,8.19446478512047,0
4689487,2,0,45,1,5,5,1,0,869453,4226.5078125,1019453,1019453,0,0,1,77,4,2,48,1,4,2025,8.34913135482344,1
4691228,3,1,48,1,63,6,1,0,1331544.375,5178.22802734375,1331544.33333333,1331544.33333333,0,0,1,58,5,2,60,1,4,2304,8.55221819706757,0
4691228,3,0,49,4,2,6,1,0,80000,2333.33325195312,92000,92000,1,0,0,54,5,1,8,3,1,2401,7.75505310449211,1
4691228,3,0,21,3,11,6,1,0,50000,1060.60607910156,57000,57000,0,0,0,45,5,2,11,1,5,441,6.96659579644368,1
4691230,4,0,31,1,6,7,1,0,4641667,18050.927734375,4641666.66666667,4641666.66666667,0,0,1,19,6,2,50,1,4,961,9.80095236046651,1
4691230,4,0,20,3,1,7,1,0,2e+05,9333.3330078125,2e+05,2e+05,1,0,0,3,6,2,5,1,1,400,9.141347465612,1
4692460,3,1,47,1,60,5,1,0,950000,3694.4443359375,950000,950000,1,0,0,81,4,2,60,1,2,2209,8.21458543937748,0
4692461,3,0,55,4,24,4,1,0,90000,2333.33325195312,90000,90000,1,0,0,54,3,1,9,3,1,3025,7.75505310449211,1
4692461,3,1,68,2,120,3,1,0,1e+05,777.777770996094,1e+05,1e+05,1,1,0,84,3,1,30,4,1,4624,6.65644084198192,0
4692462,3,1,33,1,7,7,1,0,2483333.25,12071.7587890625,2483416.33333333,2483333.33333333,0,0,1,13,6,2,48,1,5,1089,9.39862401922275,0
4692464,3,1,45,1,72,7,1,0,1500000,11666.6669921875,1500000,1500000,1,1,1,3,6,2,30,4,1,2025,9.36449107970523,0
4692465,3,1,38,1,204,7,1,0,2900000,8458.3330078125,2900000,2900000,0,0,1,58,6,2,80,2,5,1444,9.04290738919076,0
4692465,3,0,29,1,60,7,1,0,4051666.75,19695.6015625,4051666.66666667,4051666.66666667,0,0,1,2,6,2,48,1,5,841,9.88815061885833,1
4692466,3,0,40,1,40,7,1,0,2414333.25,11736.341796875,2418500.33333333,2414333.33333333,0,0,1,19,6,2,48,1,5,1600,9.37044544319517,1
4692467,3,1,25,1,2,7,1,0,1e+06,6481.4814453125,1e+06,1e+06,0,0,1,38,6,2,36,1,5,625,8.77670438132096,0
4692467,3,0,25,6,12,7,1,0,906666.6875,4407.40771484375,906666.666666667,906666.666666667,0,0,1,39,6,2,48,1,3,625,8.3910419758438,1
4692468,3,1,51,1,216,7,1,0,2166666.75,10532.408203125,2166666.66666667,2166666.66666667,0,0,1,2,6,2,48,1,3,2601,9.26221227823247,0
4692468,3,0,23,3,36,7,1,0,965556.5,7509.8837890625,965556.5,965556.5,0,0,1,39,6,2,30,1,3,529,8.923975270479,1
4692469,3,0,19,1,16,6,1,0,970000,4352.56396484375,970000,970000,0,0,0,75,5,2,52,1,4,361,8.3785203676501,1
4692469,3,1,35,1,42,5,1,0,1e+06,6140.35107421875,1e+06,1e+06,0,1,0,80,4,1,38,4,4,1225,8.7226371977181,0
4692470,1,0,26,1,96,7,1,0,1339877.625,6513.2939453125,1339877.66666667,1339877.66666667,0,0,1,39,6,2,48,1,5,676,8.78160058961956,1
4692470,1,1,30,1,24,6,1,0,1024453,4979.97998046875,1024453,1024453,0,0,1,98,5,2,48,1,5,900,8.51318115002442,0
4692471,1,1,59,1,4,3,1,0,1500000,7291.66650390625,1650000,1500000,1,0,0,95,3,2,48,1,2,3481,8.89448740023628,0
4692471,1,1,32,1,12,6,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,85,5,2,48,4,1,1024,8.67134389914528,0
4692473,3,1,58,1,360,6,1,0,7e+05,2722.22216796875,7e+05,7e+05,1,1,1,95,5,2,60,4,2,3364,7.90920379926675,0
4692473,3,0,32,1,96,7,1,0,2166666.75,10990.3388671875,2167083.33333333,2167083.33333333,0,0,1,2,6,2,46,1,5,1024,9.3047718810613,1
4692474,3,1,43,1,7,7,1,0,5e+06,26515.15234375,6200000,6200000,0,1,1,11,6,2,40,4,5,1849,10.1854716351233,0
4692474,3,0,25,4,5,7,1,0,1400000,10208.3330078125,1400000,1400000,0,1,1,39,6,1,32,4,5,625,9.23095962729116,1
4692475,3,0,20,1,16,6,1,0,1476333.375,14353.2412109375,1586333.33333333,1586333.33333333,0,0,1,39,5,2,24,1,5,400,9.57173106404136,1
4692475,3,0,30,1,72,7,1,0,1391666.625,7216.04931640625,1391666.66666667,1391666.66666667,0,0,1,33,6,2,45,1,5,900,8.88406289603261,1
4692475,3,1,32,1,150,6,1,0,1774593.125,4313.2470703125,1824593,1824593,0,0,1,58,5,2,96,2,5,1024,8.36944628003204,0
4692475,3,0,57,1,240,7,1,0,1133333.375,5509.25927734375,1133333.33333333,1133333.33333333,0,0,1,59,6,2,48,1,5,3249,8.61418546068611,1
4692476,1,0,51,1,36,4,1,0,781242,4557.2451171875,1381242,1381242,1,1,0,54,3,2,40,4,1,2601,8.42447357897409,1
4692478,3,0,55,4,24,5,1,0,160000,4666.66650390625,2e+05,2e+05,1,0,1,54,4,2,8,3,1,3025,8.44820028505205,1
4692478,3,1,53,1,192,6,1,0,1625000,7021.60498046875,1625000,1625000,0,0,1,85,5,2,54,1,4,2809,8.85674710058447,0
4692479,1,1,26,1,28,6,1,0,1119333.375,5441.2041015625,1119333.33333333,1119333.33333333,0,0,1,97,5,2,48,1,5,676,8.60175565755641,0
4692480,1,1,57,1,3,6,1,0,7e+05,3402.77783203125,860000,860000,1,1,0,95,5,2,48,4,2,3249,8.13234738645469,0
4692481,4,0,34,1,4,7,1,0,3200000,18666.666015625,3350000,3350000,1,0,1,16,6,2,40,1,2,1156,9.83449464617194,1
4692482,3,1,66,1,140,7,1,0,2e+06,5185.18505859375,2e+06,2e+06,1,1,0,98,6,2,90,4,1,4356,8.55356081117305,0
4692483,3,0,41,1,2,4,1,0,560000,4083.33325195312,560000,560000,1,1,0,55,3,2,32,4,1,1681,8.31466890737492,1
4692484,4,1,39,1,60,7,1,0,4000000.25,19444.4453125,4e+06,4e+06,0,0,1,30,6,2,48,2,5,1521,9.87531672021229,0
4692484,4,0,39,1,36,7,1,0,2995333.5,14560.6494140625,2995333.33333333,2995333.33333333,0,0,1,11,6,2,48,1,4,1521,9.58607792337019,1
4692485,3,0,62,6,8,3,1,0,1e+05,2916.66674804688,150000,150000,1,0,0,53,3,2,8,1,2,3844,7.97819671858534,1
4692485,3,1,18,3,1,5,1,0,4e+05,3888.88891601562,4e+05,4e+05,1,1,0,59,4,2,24,4,1,324,8.26587877011078,0
4692486,1,1,23,1,0,6,1,0,846345.5,4114.1796875,846345.5,846345.5,0,0,1,83,5,2,48,1,4,529,8.32219474633736,0
4692486,1,0,24,6,12,7,1,0,846345.5,4114.1796875,846345.5,846345.5,0,0,1,80,6,2,48,1,5,576,8.32219474633736,1
4692487,1,0,37,1,36,6,1,0,8e+05,4057.97094726562,960000,8e+05,1,1,0,55,5,2,40,4,1,1369,8.30843836098744,1
4692487,1,1,44,6,32,5,1,0,1546211,7516.3037109375,1546211,1546211,0,0,1,53,4,2,48,1,4,1936,8.92482976830363,0
4692489,1,0,51,1,96,4,1,0,962786.3125,4680.21142578125,962786.333333333,962786.333333333,0,0,1,53,3,2,48,1,3,2601,8.45109856434025,1
4692489,1,1,37,1,96,7,1,0,1773211,8619.775390625,1773211,1773211,0,0,1,51,6,2,48,1,3,1369,9.06181430654621,0
4692493,3,1,61,1,120,7,1,0,1e+06,4861.111328125,1e+06,1e+06,1,0,1,98,6,2,48,3,2,3721,8.4890223590924,0
4692493,3,0,47,1,4,4,1,0,1500000,7291.66650390625,1500000,1500000,1,1,0,55,3,2,48,4,1,2209,8.89448740023628,1
4692494,3,1,60,1,3,4,1,0,1700000,5666.66650390625,1700000,1700000,0,0,1,98,3,2,70,1,5,3600,8.64235630564782,0
4692494,3,1,24,1,36,7,1,0,1625000,8425.92578125,1625000,1625000,0,0,1,2,6,2,45,1,5,576,9.03906863419848,0
4692496,3,1,54,1,120,6,1,0,1134556.5,5515.205078125,1134556.5,1134556.5,0,0,1,58,5,1,48,1,5,2916,8.61526411651301,0
4692497,3,0,21,1,5,7,1,0,1115000,8672.22265625,1115000,1115000,0,0,1,38,6,2,30,1,5,441,9.0678803986554,1
4692497,3,1,30,1,6,5,1,0,1080000,5250,1080000,1080000,0,0,1,95,4,2,48,1,5,900,8.56598335558567,0
4692498,3,0,46,1,72,6,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,0,0,45,5,2,48,1,2,2116,8.26587877011078,1
4692498,3,1,56,1,148,5,1,0,8e+05,3111.11108398438,8e+05,8e+05,1,1,0,98,4,2,60,4,1,3136,8.04273520310181,0
4692498,3,0,25,1,36,7,1,0,8e+05,3888.88891601562,880000,880000,0,0,1,39,6,2,48,1,5,625,8.26587877011078,1
4692499,3,0,46,1,12,6,1,0,1121211,5450.3310546875,1121211,1121211,0,0,1,79,5,2,48,1,3,2116,8.60343162979181,1
4692501,3,1,54,1,60,5,1,0,840000,2333.33325195312,840000,840000,1,1,0,45,4,2,84,4,1,2916,7.75505310449211,0
4692502,3,0,21,1,3,7,1,0,781242,3797.7041015625,781242,781242,0,0,0,44,6,1,48,1,5,441,8.24215197932255,1
4692502,3,0,18,1,3,7,1,0,869453,3381.2060546875,869453,869453,1,0,0,45,6,2,60,1,2,324,8.12598774574508,1
4692502,3,1,23,1,8,7,1,0,886119.6875,4307.5263671875,886119.666666667,886119.666666667,0,0,1,38,6,2,48,1,5,529,8.36811908961086,0
4692505,4,1,58,1,36,7,1,0,3200000,18666.666015625,6e+06,5800000,0,0,1,13,6,2,40,2,5,3364,9.83449464617194,0
4692505,4,0,38,1,7,7,1,0,1400000,6805.5556640625,1400000,1400000,0,0,1,13,6,2,48,1,4,1444,8.82549456701463,1
4692506,3,0,48,4,48,6,1,0,80000,1555.55554199219,80000,80000,1,1,0,45,5,1,12,4,1,2304,7.34958802254187,1
4692506,3,1,49,1,48,6,1,0,1648211,8546.279296875,1938211,1938211,0,0,1,79,5,1,45,1,5,2401,9.05325129726074,0
4692507,3,0,48,6,168,7,1,0,1783333.375,8668.9814453125,1783333.33333333,1783333.33333333,0,0,1,33,6,2,48,1,4,2304,9.06750658251712,1
4692507,3,0,39,1,2,7,1,0,2e+06,7777.77783203125,2e+06,2e+06,0,1,1,33,6,2,60,4,4,1521,8.95902595067072,1
4692508,2,1,54,1,7,6,1,0,3049380,14823.375,3049380,3049380,0,0,1,45,5,2,48,1,5,2916,9.60396060571642,0
4692508,2,0,41,4,1,7,1,0,5e+05,14583.3330078125,5e+05,5e+05,1,1,1,45,6,1,8,4,1,1681,9.58763458079622,1
4692509,2,0,48,1,24,6,1,0,932743,5441.0009765625,1382743,1382743,1,0,0,54,5,2,40,3,1,2304,8.60171832596808,1
4692509,2,1,20,1,4,5,1,0,869453,3073.82373046875,1119453,1119453,0,0,1,53,4,2,66,1,3,400,8.0306775803818,0
4692510,2,1,65,4,10,4,1,0,3e+05,4375,1500000,1500000,1,0,1,21,3,2,14,1,2,4225,8.38366179879172,0
4692510,2,0,40,1,3,7,1,0,2071666.625,10741.974609375,3071666.66666667,3071666.66666667,0,0,1,33,6,2,45,1,5,1600,9.28191420678499,1
4692510,2,1,36,1,120,7,1,0,1915000,9929.6298828125,1915000,1915000,0,0,1,8,6,2,45,1,5,1296,9.20327848371744,0
4692513,4,0,31,4,24,7,1,0,6e+05,7000,6e+05,6e+05,1,1,1,45,6,1,20,4,1,961,8.85366542803745,1
4692513,4,1,55,1,360,7,1,0,1500000,8750,1500000,1500000,1,1,0,39,6,2,40,4,1,3025,9.07680897935166,0
4692514,2,1,36,1,24,6,1,0,1254166.625,6096.6435546875,1254166.66666667,1254166.66666667,0,0,1,98,5,2,48,1,3,1296,8.71549366178903,0
4692515,2,0,54,1,60,6,1,0,1569877.625,7631.349609375,1569877.66666667,1569877.66666667,0,0,1,45,5,2,48,1,5,2916,8.94001999059938,1
4692515,2,0,32,1,11,7,1,0,1200000,9333.3330078125,1200000,1200000,0,1,1,7,6,2,30,4,4,1024,9.141347465612,1
4692515,2,1,27,1,60,7,1,0,1226544.375,5962.36865234375,1226544.33333333,1226544.33333333,0,0,1,70,6,2,48,1,5,729,8.69322310599693,0
4692515,2,0,56,1,108,5,1,0,934453,4542.47998046875,934453,934453,0,0,1,79,4,1,48,1,3,3136,8.42122839309908,1
4692516,3,0,63,1,43,7,1,0,781242,3797.7041015625,781242,781242,0,0,1,54,6,2,48,1,4,3969,8.24215197932255,1
4692517,2,0,43,1,132,7,1,0,2042000,9926.388671875,2042000,2042000,0,0,1,39,6,2,48,1,5,1849,9.20295201232969,1
4692518,3,0,52,1,43,7,1,0,846345.5,4937.015625,846345.5,846345.5,0,0,1,54,6,2,40,1,4,2704,8.50451630313131,1
4692519,2,1,38,1,252,7,1,0,3113333.25,18161.111328125,3493333.33333333,3493333.33333333,0,0,1,31,6,2,40,2,5,1444,9.80703784676551,0
4692520,4,0,30,1,18,7,1,0,3233333.25,15717.591796875,3233333.33333333,3233333.33333333,0,0,1,11,6,2,48,1,5,900,9.66253586066485,1
4692520,4,0,50,1,72,7,1,0,4e+06,18666.666015625,6200000,6200000,0,1,1,11,6,2,50,4,5,2500,9.83449464617194,1
4692522,2,0,47,1,24,7,1,0,466666.65625,5444.4443359375,466666.666666667,466666.666666667,1,0,0,36,6,2,20,1,2,2209,8.6023509798267,1
4692522,2,0,53,1,300,7,1,0,879166.6875,4662.24755859375,879166.666666667,879166.666666667,0,0,1,13,6,2,44,1,4,2809,8.44725291955734,1
4692522,2,1,45,1,52,4,1,0,7e+05,3402.77783203125,7e+05,7e+05,1,1,0,93,3,2,48,4,1,2025,8.13234738645469,0
4692523,2,1,47,1,187,7,1,0,7241666.5,35202.546875,7437666.66666667,7437666.66666667,0,0,1,1,6,2,48,1,5,2209,10.4688737133721,0
4692524,4,1,44,1,84,7,1,0,4333333.5,21064.81640625,4333333.33333333,4333333.33333333,0,0,1,13,6,2,48,1,5,1936,9.95535945879242,0
4692524,4,0,48,1,10,7,1,0,1200000,7000,1200000,1200000,0,1,1,7,6,2,40,4,4,2304,8.85366542803745,1
4692525,2,1,52,1,180,7,1,0,7e+05,4083.33325195312,1500000,1500000,1,1,0,18,6,2,20,4,1,2704,8.31466890737492,0
4692525,2,0,50,1,240,6,1,0,1470111,6860.51806640625,1710111,1710111,0,0,1,39,5,2,50,1,3,2500,8.83353823775274,1
4692525,2,0,27,1,1,7,1,0,1590794.375,7423.70703125,1590794.33333333,1590794.33333333,0,0,1,33,6,2,50,1,5,729,8.91243381130187,1
4692526,2,0,38,1,24,7,1,0,1218500,5923.263671875,1318500,1318500,0,0,1,79,6,2,48,1,5,1444,8.68664287189511,1
4692527,2,1,46,1,207,6,1,0,993333.3125,4828.70361328125,993333.333333333,993333.333333333,0,0,1,52,5,2,48,1,5,2116,8.48233330757271,0
4692527,2,0,36,1,48,6,1,0,954453,4639.7021484375,954453,954453,0,0,1,53,5,2,48,1,4,1296,8.44240545101281,1
4692528,3,1,60,1,60,7,1,0,6e+05,2916.66674804688,6e+05,6e+05,1,1,0,3,6,2,48,4,1,3600,7.97819671858534,0
4692528,3,0,34,1,12,7,1,0,1791666.625,8709.490234375,1791666.66666667,1791666.66666667,0,0,1,39,6,2,48,1,3,1156,9.07216854165562,1
4692528,3,1,34,1,12,6,1,0,8e+05,1944.44445800781,8e+05,8e+05,1,1,1,98,5,2,96,4,1,1156,7.57273158955083,0
4692529,3,0,42,4,12,7,1,0,150000,1250,150000,150000,1,1,1,54,6,2,28,4,1,1764,7.13089883029635,1
4692530,3,0,31,1,24,4,1,0,869954,4228.94287109375,869954,869954,0,0,0,53,3,2,48,1,4,961,8.34970732853607,1
4692531,2,1,40,1,108,6,1,0,1200000,5833.33349609375,1200000,1200000,1,1,0,98,5,2,48,4,1,1600,8.67134389914528,0
4692534,3,1,27,1,24,7,1,0,1583544.375,6842.4755859375,1703544.33333333,1583544.33333333,0,0,1,97,6,2,54,1,5,729,8.83090487290518,0
4692534,3,0,26,4,3,7,1,0,70000,907.407409667969,110000,110000,1,0,0,53,6,1,18,1,2,676,6.81059153301972,1
4692535,2,0,43,1,6,7,1,0,1600000,12444.4443359375,1600000,1600000,0,1,1,13,6,1,30,4,5,1849,9.4290295642217,1
4692537,2,0,46,1,48,6,1,0,932744.6875,4836.4541015625,932744.666666667,932744.666666667,0,0,1,55,5,2,45,1,4,2116,8.48393710756672,1
4692537,2,1,39,1,120,5,1,0,1200000,5600,1200000,1200000,1,0,1,95,4,2,50,5,2,1521,8.63052187672324,0
4692537,2,0,23,1,12,7,1,0,912500,4435.763671875,912500,912500,0,0,1,39,6,2,48,1,5,529,8.39745507200037,1
4692538,3,1,40,1,11,6,1,0,2393333.25,11634.2587890625,2393333.33333333,2393333.33333333,0,0,1,53,5,2,48,1,5,1600,9.36170936842672,0
4692538,3,0,28,1,24,7,1,0,1468333.375,7137.7314453125,1468333.33333333,1468333.33333333,0,0,1,33,6,2,48,1,5,784,8.87315028010228,1
4692539,4,1,54,1,96,7,1,0,2500000,11666.6669921875,2500000,2500000,1,1,1,45,6,2,50,4,2,2916,9.36449107970523,0
4692539,4,0,59,1,96,7,1,0,2500000,11666.6669921875,2500000,2500000,1,1,0,45,6,2,50,4,2,3481,9.36449107970523,1
4692540,3,1,36,1,72,7,1,0,1e+06,3888.88891601562,1e+06,1e+06,1,1,0,3,6,2,60,4,1,1296,8.26587877011078,0
4692540,3,0,29,4,3,7,1,0,4e+05,3111.11108398438,5e+05,5e+05,0,0,0,13,6,2,30,1,3,841,8.04273520310181,1
4692541,3,1,47,1,100,7,1,0,1195211,4808.3203125,1645211,1645211,0,0,1,39,6,2,58,1,5,2209,8.47810309473225,0
4692542,3,1,61,1,360,4,1,0,1e+06,3888.88891601562,1650000,1650000,1,1,0,98,3,2,60,4,1,3721,8.26587877011078,0
4692544,3,1,58,1,240,6,1,0,2e+06,7777.77783203125,2e+06,2e+06,1,1,0,41,5,2,60,4,1,3364,8.95902595067072,0
4692545,3,0,34,1,6,6,1,0,1101666.625,5355.32373046875,1101666.66666667,1101666.66666667,0,0,1,33,5,2,48,1,4,1156,8.58584643492363,1
4692546,3,1,29,1,3,5,1,0,1554400,5495.353515625,1554400,1554400,1,0,1,95,4,2,66,1,2,841,8.61165819882206,0
4692546,3,0,31,1,8,5,1,0,350000,2268.5185546875,453000,453000,1,0,0,59,4,2,36,3,1,961,7.72688227834652,1
4692547,2,0,27,1,12,7,1,0,2196666.75,10678.2412109375,2196666.66666667,2196666.66666667,0,0,1,9,6,2,48,1,5,729,9.27596341832901,1
4692548,3,0,40,1,12,7,1,0,1066666.75,3660.13110351562,1066666.66666667,1066666.66666667,0,0,1,38,6,2,48,1,5,1600,8.20525424638655,1
4692548,3,0,38,1,12,7,1,0,650000,3446.9697265625,8e+05,8e+05,1,1,0,94,6,2,40,4,1,1444,8.14525078393188,1
4692548,3,0,20,1,10,7,1,0,851400,3678.88891601562,851400,851400,0,0,1,38,6,2,54,1,5,400,8.21036606057869,1
4692549,2,1,64,1,144,5,1,0,1132744.625,4405.1181640625,1132744.66666667,1132744.66666667,0,0,1,98,4,2,60,1,4,4096,8.39052236299631,0
4692549,2,1,20,1,6,6,1,0,962369.6875,4678.18603515625,962369.666666667,962369.666666667,0,0,1,81,5,2,48,1,4,400,8.45066571445007,0
4692549,2,0,39,1,9,6,1,0,1148333.375,5582.17626953125,1148333.33333333,1148333.33333333,0,0,1,81,5,2,48,1,4,1521,8.62733399180106,1
4692550,4,1,22,1,3,7,1,0,1600000,8296.2958984375,1600000,1600000,0,1,1,2,6,2,45,4,3,484,9.02356441687665,0
4692550,4,1,24,1,26,7,1,0,1825000,8516.6669921875,2325000,2325000,0,0,1,2,6,2,50,1,4,576,9.04978034518536,0
4692551,3,1,50,1,260,4,1,0,650000,3159.72216796875,650000,650000,1,1,0,87,3,2,48,4,1,2500,8.05823938118676,0
4692552,3,0,41,1,240,5,1,0,4e+05,1555.55554199219,4e+05,4e+05,1,1,0,57,4,1,60,4,1,1681,7.34958802254187,1
4692553,4,1,50,6,48,6,1,0,1.2e+07,186666.671875,1.2e+07,1.2e+07,1,0,0,21,5,2,15,5,2,2500,12.137079801945,0
4692554,2,1,32,1,144,6,1,0,2390500,4980.20849609375,2840500,2390500,0,0,1,58,5,2,112,2,5,1024,8.51322703582781,0
4692555,3,1,66,6,120,6,1,0,1e+06,29166.666015625,2e+06,2e+06,1,1,1,45,5,2,8,4,1,4356,10.2807817613562,0
4692555,3,0,55,1,420,7,1,0,1633333.25,9527.77734375,1633333.33333333,1633333.33333333,0,0,1,32,6,2,40,2,5,3025,9.16196674213803,1
4692556,3,1,65,1,336,4,1,0,1700000,8814.814453125,1700000,1700000,1,1,0,98,3,2,45,4,1,4225,9.08418904561724,0
4692558,3,1,49,1,144,7,1,0,1e+06,4861.111328125,1400000,1400000,1,1,0,3,6,2,48,4,1,2401,8.4890223590924,0
4692559,3,0,39,1,12,7,1,0,1035000,4830,1060000,1035000,0,0,1,33,6,2,50,1,5,1521,8.48260174664662,1
4692559,3,1,21,1,9,7,1,0,1109544.375,5393.61865234375,1392877.33333333,1309544.33333333,0,0,1,39,6,2,48,1,5,441,8.5929718027102,0
4692559,3,1,25,1,24,6,1,0,1149877.625,5589.68310546875,1358210.66666667,1349877.66666667,0,0,1,39,5,2,48,1,5,625,8.62867787500176,0
