"directorio","estrato1","sex","age","p6240","p6426","maxEducLevel","ocu","dsi","y_total_m","y_total_m_ha","ingtot","ingtotob","microEmpresa","cuentaPropia","formal","oficio","p6210","p7090","hoursWorkUsual","relab","sizeFirm"
4514538,2,0,41,1,36,7,1,0,1441333.5,4003.7041015625,1441333.41666667,1441333.41666667,0,0,1,59,6,2,48,1,4
4514538,2,1,54,1,24,5,1,0,882333.4375,4289.12109375,882333.416666667,882333.416666667,0,0,1,97,4,2,48,1,3
4514542,4,1,23,1,24,7,1,0,2166666.75,10532.408203125,2166666.66666667,2166666.66666667,0,0,1,42,6,2,48,1,5
4514542,4,1,27,6,6,7,1,0,4600000,22361.111328125,4600000,4600000,0,1,1,2,6,2,48,4,5
4514549,2,1,57,1,60,6,1,0,8e+05,4666.66650390625,1350000,1350000,1,0,0,45,5,2,40,1,2
4514565,2,0,35,1,60,7,1,0,660000,2566.66674804688,660000,660000,0,1,1,87,6,1,60,4,4
4521221,5,0,33,1,48,7,1,0,1e+07,72916.6640625,1e+07,1e+07,0,0,1,6,6,2,32,1,5
4521222,3,1,63,1,48,6,1,0,6e+05,3500,6e+05,6e+05,1,0,0,98,5,2,40,3,1
4521223,5,1,41,1,136,7,1,0,1.6e+07,77777.78125,2e+07,2e+07,0,0,1,21,6,2,48,1,5
4521223,5,0,38,1,24,7,1,0,8750000,42534.72265625,8750000,8750000,0,0,1,30,6,2,48,1,5
4521225,5,1,28,6,3,7,1,0,3500000,20416.666015625,5800000,5800000,0,1,1,58,6,2,40,4,5
4521226,3,1,45,1,10,6,1,0,2163000,11215.5556640625,2163000,2163000,0,1,1,13,5,2,45,4,5
4521228,3,0,49,1,1,5,1,0,9e+05,4375,9e+05,9e+05,1,0,0,54,4,2,48,3,1
4521229,3,1,54,1,3,7,1,0,2200000,10694.4443359375,2400000,2400000,0,0,1,3,6,2,48,1,5
4521229,3,1,27,1,12,7,1,0,1383140,6454.6533203125,1383140,1383140,0,0,1,2,6,2,50,1,4
4521231,3,1,47,1,48,4,1,0,737717,3586.12426757812,737717,737717,0,0,1,93,3,2,48,1,4
4521231,3,0,24,1,4,7,1,0,1150000,5590.27783203125,1150000,1150000,0,0,1,19,6,2,48,1,4
4521232,2,1,62,4,480,4,1,0,9e+05,4375,9e+05,9e+05,0,0,1,81,3,2,48,1,5
4521232,2,1,44,4,11,6,1,0,1120000,4355.5556640625,1120000,1120000,0,0,1,98,5,2,60,1,4
4521233,3,1,42,1,8,7,1,0,2708333.25,13165.5087890625,2708333.33333333,2708333.33333333,0,0,1,21,6,1,48,1,5
4521234,2,1,63,6,360,4,1,0,882333.4375,4289.12109375,1232333.41666667,1232333.41666667,0,0,1,58,3,2,48,1,5
4521234,2,0,33,1,144,7,1,0,1166473.375,5670.3564453125,1166473.33333333,1166473.33333333,0,0,1,11,6,2,48,1,4
4521236,3,1,34,1,60,7,1,0,6500000,37916.66796875,7500000,7500000,0,1,1,8,6,2,40,4,4
4521237,3,0,50,1,336,5,1,0,804383.6875,3910.19848632812,1154383.66666667,1154383.66666667,0,0,1,53,4,2,48,1,4
4521237,3,0,30,6,48,7,1,0,1083333.375,5266.2041015625,1083333.33333333,1083333.33333333,0,0,1,13,6,2,48,1,4
4521239,2,1,40,1,48,6,1,0,1207423.625,5869.42041015625,1207423.66666667,1207423.66666667,0,0,1,98,5,2,48,1,5
4521239,2,0,34,4,6,5,1,0,671373.3125,6266.15087890625,671373.333333333,671373.333333333,1,0,1,32,4,2,25,1,2
4521242,2,0,46,4,120,5,1,0,6e+05,3500,6e+05,6e+05,1,1,0,55,4,2,40,4,1
4521243,2,1,23,1,48,6,1,0,920000,4472.22216796875,920000,920000,1,0,0,85,5,2,48,1,2
4521243,2,0,23,1,12,7,1,0,882333.4375,3743.23266601562,882333.416666667,882333.416666667,0,0,1,37,6,2,55,1,5
4521245,2,0,54,1,180,5,1,0,3e+05,1296.29626464844,3e+05,3e+05,1,1,0,45,4,2,54,4,1
4521245,2,0,37,1,120,6,1,0,4e+05,1944.44445800781,4e+05,4e+05,1,1,0,45,5,2,48,4,1
4521246,2,1,47,1,120,4,1,0,9e+05,2727.27270507812,9e+05,9e+05,0,1,0,99,3,2,77,4,3
4521246,2,0,45,1,3,5,1,0,2e+05,848.48486328125,4e+05,2e+05,1,0,0,54,4,2,55,3,1
4521246,2,0,18,4,8,5,1,0,5e+05,2083.33325195312,5e+05,5e+05,1,0,0,45,4,2,56,1,2
4521246,2,1,23,1,36,5,1,0,1e+06,3535.353515625,1e+06,1e+06,1,1,0,98,4,2,66,4,1
4521247,2,1,37,1,5,5,1,0,1e+06,3333.33325195312,1e+06,1e+06,1,1,0,81,4,2,70,4,1
4521248,3,1,40,1,144,7,1,0,7e+06,27222.22265625,7e+06,7e+06,0,1,1,2,6,2,60,4,4
4521248,3,0,37,1,48,7,1,0,9183334,42015.25390625,9283333.33333333,9283333.33333333,0,0,1,2,6,1,48,1,5
4521248,3,0,41,1,12,6,1,0,975000,4739.58349609375,975000,975000,0,0,1,39,5,2,48,1,5
4521250,2,0,33,1,84,7,1,0,1200000,4666.66650390625,1200000,1200000,1,0,0,51,6,1,60,5,2
4521250,2,0,26,1,28,6,1,0,1462500,7109.375,1662500,1662500,0,0,1,53,5,2,48,1,4
4521252,3,1,29,6,60,7,1,0,2845666.5,13833.1005859375,2845666.66666667,2845666.66666667,0,0,1,21,6,2,48,1,5
4521252,3,0,28,6,60,7,1,0,1279000,6217.361328125,1279000,1279000,0,0,1,21,6,2,48,1,3
4521253,2,0,52,4,36,3,1,0,7e+05,3888.88891601562,7e+05,7e+05,1,1,0,45,3,2,42,4,1
4521253,2,1,30,1,9,6,1,0,1549806.625,8610.037109375,1669806.66666667,1669806.66666667,1,0,0,45,5,2,42,1,2
4521253,2,0,28,1,11,7,1,0,1100000,6754.3857421875,2200000,2200000,0,1,0,21,6,1,30,4,5
4521254,2,0,36,1,72,4,1,0,480000,3733.33325195312,480000,480000,1,1,0,55,3,1,30,4,1
4521254,2,1,37,1,240,1,1,0,450000,1944.44445800781,450000,450000,1,1,0,99,1,2,54,4,1
4521255,2,0,55,4,240,4,1,0,536000,5211.111328125,536000,536000,1,1,0,55,3,2,24,4,1
4521255,2,1,28,1,15,6,1,0,912523.6875,4435.87890625,912523.666666667,912523.666666667,0,0,1,97,5,2,48,1,5
4521255,2,0,22,1,20,6,1,0,882523.6875,4290.0458984375,882523.666666667,882523.666666667,1,0,1,59,5,2,48,1,2
4521256,2,1,25,1,24,7,1,0,1244473.375,6049.5234375,1244473.33333333,1244473.33333333,0,0,1,39,6,2,48,1,5
4521256,2,0,23,1,8,7,1,0,7e+05,3402.77783203125,7e+05,7e+05,1,0,0,38,6,2,48,1,2
4521257,3,1,59,6,396,7,1,0,10008333,58381.94140625,10008333.3333333,10008333.3333333,0,0,1,12,6,1,40,2,5
4521257,3,1,25,1,12,7,1,0,1600000,7777.77783203125,1600000,1600000,0,0,1,39,6,2,48,1,5
4521258,3,0,54,1,48,7,1,0,7786666.5,37851.8515625,7786666.66666667,7786666.66666667,0,0,1,11,6,2,48,2,5
4521259,3,1,67,6,1,5,1,0,1800000,7000,2400000,2400000,1,0,0,98,4,2,60,5,2
4521259,3,0,36,6,144,7,1,0,1653000,8035.41650390625,1653000,1653000,0,0,1,11,6,2,48,1,5
4521261,3,0,48,1,6,7,1,0,764383.6875,3715.75415039062,764383.666666667,764383.666666667,0,0,1,39,6,2,48,1,4
4521264,2,1,55,1,48,6,1,0,1300000,6066.66650390625,1300000,1300000,1,1,0,53,5,2,50,4,2
4521264,2,0,50,1,60,6,1,0,1e+06,4666.66650390625,1e+06,1e+06,1,1,0,53,5,2,50,4,2
4521264,2,1,28,1,0,7,1,0,8e+05,4666.66650390625,8e+05,8e+05,0,1,1,13,6,1,40,4,5
4521264,2,1,24,1,2,7,1,0,1200000,5833.33349609375,1200000,1200000,0,1,1,3,6,2,48,4,5
4521264,2,1,21,1,48,7,1,0,1200000,6222.22216796875,1200000,1200000,1,1,0,53,6,2,45,4,1
4521265,2,0,60,6,56,5,1,0,882523.6875,4290.0458984375,882523.666666667,882523.666666667,0,0,1,55,4,2,48,1,5
4521266,3,1,50,1,180,7,1,0,4500000,15000,4500000,4500000,0,0,1,58,6,2,70,2,5
4521266,3,0,48,1,120,7,1,0,8e+06,33333.33203125,8e+06,8e+06,0,0,1,2,6,2,56,1,5
4521267,2,1,54,1,36,6,1,0,1300000,6319.4443359375,1300000,1300000,0,0,1,98,5,2,48,1,5
4521268,3,1,39,6,12,7,1,0,5e+06,24305.5546875,5058333,5e+06,0,0,1,2,6,2,48,1,5
4521268,3,0,36,6,12,7,1,0,3250000,15798.611328125,3450000,3250000,0,0,1,19,6,2,48,1,5
4521269,3,1,38,1,13,7,1,0,3033333.25,15728.39453125,3033333.33333333,3033333.33333333,0,0,1,11,6,2,45,1,5
4521269,3,0,32,1,36,7,1,0,3033333.25,17694.443359375,3033333.33333333,3033333.33333333,0,0,1,6,6,2,40,1,5
4521270,2,0,59,1,24,4,1,0,9e+05,4375,1050000,1050000,0,0,0,53,3,2,48,1,3
4521270,2,0,29,6,24,7,1,0,3e+05,7000,3e+05,3e+05,0,1,0,80,6,2,10,4,3
4521271,3,1,56,1,3,6,1,0,1050000,5104.16650390625,1050000,1050000,0,0,1,59,5,2,48,1,5
4521271,3,0,61,4,9,7,1,0,48000,466.666656494141,48000,48000,1,1,1,45,6,2,24,4,1
4521272,3,0,57,1,360,6,1,0,1600000,7777.77783203125,1783333,1600000,0,0,1,39,5,2,48,1,5
4521272,3,0,23,6,6,7,1,0,1333140,6480.54150390625,1333140,1333140,0,0,1,13,6,1,48,1,4
4521274,4,1,62,6,48,7,1,0,4e+05,2333.33325195312,4e+05,4e+05,1,1,1,59,6,2,40,4,1
4521275,3,0,31,1,16,6,1,0,857193.4375,2857.3115234375,1067193.41666667,1067193.41666667,0,0,0,53,5,2,70,1,4
4521275,3,0,21,1,12,6,1,0,737717,2459.056640625,837717,737717,0,0,0,45,5,2,70,1,3
4521276,3,1,60,1,16,5,1,0,4e+06,12962.962890625,4e+06,4e+06,1,1,0,98,4,2,72,4,1
4521276,3,0,35,6,60,7,1,0,829217,3224.73266601562,829217,829217,0,0,1,97,6,2,60,1,5
4521277,3,1,75,1,240,7,1,0,2e+06,9722.22265625,2e+06,2e+06,1,1,0,44,6,2,48,4,1
4521278,2,1,37,1,42,7,1,0,3595500,18643.333984375,3642500,3642500,0,0,1,12,6,2,45,2,5
4521278,2,0,40,4,2,7,1,0,1700000,9015.1513671875,1700000,1700000,0,0,0,39,6,2,30,1,4
4521279,2,1,35,6,42,6,1,0,812500,2916.66674804688,812500,812500,1,0,0,51,5,2,65,1,2
4521281,2,1,45,1,36,5,1,0,1200000,5833.33349609375,1580000,1580000,0,0,1,58,4,2,48,1,4
4521281,2,0,45,1,60,5,1,0,8e+05,3888.88891601562,8e+05,8e+05,0,0,1,55,4,2,48,1,5
4521281,2,1,19,3,2,7,1,0,3e+05,3500,384000,3e+05,0,0,0,33,6,2,20,1,4
4521283,4,1,49,6,60,7,1,0,1700000,14166.6669921875,2300000,2300000,1,1,0,2,6,2,28,4,1
4521283,4,0,40,1,8,7,1,0,820857,4788.33251953125,820857,820857,0,0,1,3,6,2,40,1,3
4521283,4,0,37,4,24,7,1,0,5e+05,2777.77783203125,1e+06,1e+06,1,1,0,17,6,1,42,4,1
4521284,2,1,47,1,84,6,1,0,1023140,4973.59716796875,1023140,1023140,0,0,1,97,5,2,48,1,5
4521284,2,0,43,1,120,6,1,0,1800000,8750,1800000,1800000,1,1,1,45,5,2,48,4,1
4521287,3,0,48,1,36,5,1,0,750000,4375,750000,750000,1,0,0,45,4,2,40,1,2
4521288,3,0,56,4,36,5,1,0,9e+05,6000,9e+05,9e+05,1,1,0,45,4,1,35,4,1
4521288,3,0,35,1,168,7,1,0,2708333.25,13165.5087890625,2708333.33333333,2708333.33333333,0,0,1,77,6,2,48,1,5
4521289,2,1,38,1,180,6,1,0,1450000,6041.66650390625,1497000,1497000,0,0,1,58,5,2,56,2,5
4521291,4,1,53,6,384,7,1,0,3924166.75,22890.97265625,3924166.66666667,3924166.66666667,0,0,1,12,6,2,40,2,5
4521292,4,1,56,1,336,7,1,0,3e+06,14583.3330078125,3e+06,3e+06,1,1,1,84,6,2,48,4,1
4521292,4,1,56,6,360,6,1,0,1500000,7291.66650390625,1500000,1500000,1,1,0,85,5,2,48,4,1
4521292,4,0,58,1,444,3,1,0,737717,3586.12426757812,737717,737717,1,0,1,54,3,2,48,3,1
4521293,2,1,66,1,8,3,1,0,803140,3904.15283203125,803140,803140,1,0,1,58,3,2,48,1,2
4521294,4,1,50,1,348,7,1,0,8e+06,33939.39453125,1e+07,1e+07,0,0,1,21,6,2,55,1,5
4521294,4,0,51,1,96,7,1,0,2925000,14218.75,2925000,2925000,0,0,1,33,6,2,48,2,5
4521296,3,1,20,6,11,6,1,0,1e+06,7291.66650390625,1e+06,1e+06,1,1,0,59,5,2,32,4,1
4521297,3,1,62,2,0,6,1,0,40000,518.518493652344,196000,196000,1,0,0,79,5,1,18,1,2
4521297,3,0,57,4,24,5,1,0,144000,1866.66662597656,224000,224000,1,0,0,54,4,1,18,3,1
4521297,3,0,28,2,0,6,1,0,440000,6416.66650390625,440000,440000,1,0,0,80,5,1,16,1,2
4521298,3,1,54,1,120,5,1,0,2500000,12152.77734375,2500000,2500000,1,1,0,93,4,2,48,4,1
4521298,3,0,32,1,12,7,1,0,3216666.75,15636.57421875,3216666.66666667,3216666.66666667,0,0,1,13,6,2,48,2,5
4521300,2,1,26,1,1,6,1,0,1e+06,4320.98779296875,1e+06,1e+06,1,0,0,95,5,2,54,1,2
4521300,2,0,36,1,1,4,1,0,820857,4256.29541015625,920857,920857,1,0,1,54,3,2,45,3,1
4521301,1,0,64,1,12,4,1,0,60000,166.66667175293,180000,180000,1,1,0,45,3,2,84,4,2
4521301,1,1,37,1,2,6,1,0,820857,3990.27709960938,820857,820857,0,0,1,95,5,2,48,1,4
4521301,1,1,58,1,12,3,1,0,60000,466.666656494141,60000,60000,1,1,0,41,3,2,30,4,2
4521302,1,1,25,1,80,4,1,0,1e+06,4666.66650390625,1300000,1300000,0,0,0,84,3,2,50,1,5
4521303,2,0,28,4,6,7,1,0,3e+05,4666.66650390625,3e+05,3e+05,0,0,0,39,6,2,15,1,4
4521304,1,1,50,1,3,5,1,0,1200000,7000,1200000,1200000,1,1,0,93,4,1,40,4,1
4521307,2,0,55,1,120,5,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,1,0,55,4,2,48,4,1
4521307,2,1,27,1,4,7,1,0,8e+05,3888.88891601562,8e+05,8e+05,0,0,1,33,6,2,48,1,4
4521307,2,0,19,1,6,7,1,0,737717,3586.12426757812,787717,787717,0,0,0,33,6,2,48,1,5
4521308,3,0,37,1,18,6,1,0,800217,3889.94384765625,800217,800217,1,0,1,45,5,2,48,1,2
4521309,1,1,23,1,14,6,1,0,1200000,5833.33349609375,1200000,1200000,0,0,1,87,5,2,48,1,5
4521310,3,0,48,1,2,5,1,0,820857,3990.27709960938,820857,820857,0,0,1,55,4,2,48,1,5
4521311,3,0,47,1,36,6,1,0,882333.4375,4289.12109375,882333.416666667,882333.416666667,0,0,1,97,5,2,48,1,5
4521312,3,1,33,1,36,6,1,0,6e+05,2916.66674804688,6e+05,6e+05,0,0,0,53,5,2,48,1,3
4521312,3,0,33,1,24,6,1,0,5e+05,2430.5556640625,5e+05,5e+05,0,0,0,53,5,2,48,1,3
4521312,3,1,47,1,58,5,1,0,650000,3159.72216796875,650000,650000,1,0,0,87,4,2,48,1,2
4521313,2,0,54,4,144,4,1,0,729000,4252.5,849000,849000,1,0,1,54,3,2,40,3,1
4521314,1,1,22,1,1,6,1,0,9e+05,5250,9e+05,9e+05,1,1,0,45,5,1,40,4,1
4521315,2,1,35,1,36,6,1,0,1183140,5751.375,1683140,1183140,0,0,1,95,5,2,48,1,4
4521315,2,1,31,1,3,5,1,0,820857,3990.27709960938,820857,820857,0,0,1,39,4,2,48,1,4
4521316,1,1,32,1,18,7,1,0,1112140,5406.236328125,1112140,1112140,1,0,1,87,6,2,48,1,2
4521317,3,0,57,4,240,7,1,0,2500000,29166.666015625,2500000,2500000,1,1,0,12,6,2,20,4,1
4521317,3,1,30,1,15,7,1,0,1400000,8166.66650390625,1400000,1400000,1,0,1,16,6,2,40,1,2
4521319,1,1,47,4,180,6,1,0,350000,2333.33325195312,350000,350000,1,1,0,45,5,2,35,4,1
4521320,3,1,45,6,2,6,1,0,6e+05,4666.66650390625,6e+05,6e+05,1,1,0,98,5,1,30,4,1
4521321,2,1,52,1,140,7,1,0,1e+06,4861.111328125,1e+06,1e+06,1,0,0,85,6,2,48,5,2
4521321,2,0,41,1,96,6,1,0,779000,3786.8056640625,859000,859000,1,0,0,84,5,2,48,1,2
4521322,3,0,34,1,24,5,1,0,720000,3500,920000,920000,1,0,1,53,4,2,48,1,2
4521323,3,1,23,3,12,7,1,0,4e+05,4666.66650390625,4e+05,4e+05,1,1,0,59,6,2,20,4,1
4521324,2,1,32,1,1,6,1,0,820857,3990.27709960938,820857,820857,1,0,1,95,5,2,48,1,2
4521325,3,1,32,3,6,7,1,0,2106473.25,6826.53369140625,2466473.33333333,2466473.33333333,0,0,1,97,6,2,72,1,5
4521325,3,0,28,1,2,7,1,0,827523.6875,4827.2216796875,827523.666666667,827523.666666667,0,0,1,33,6,2,40,1,5
4521326,1,1,35,1,8,6,1,0,1375140,6684.70849609375,1375140,1375140,0,0,1,58,5,2,48,1,5
4521326,1,0,34,4,60,3,1,0,480000,4148.14794921875,6e+05,6e+05,1,0,0,54,3,2,27,3,1
4521327,3,1,27,1,30,7,1,0,882333.4375,5718.82763671875,882333.416666667,882333.416666667,0,0,1,44,6,2,36,1,5
4521327,3,0,30,6,81,7,1,0,2812500,21875,2812500,2812500,0,0,1,13,6,2,30,2,5
4521328,3,1,47,1,144,7,1,0,2656000,12394.6669921875,2656000,2656000,0,0,1,45,6,2,50,1,5
4521328,3,0,39,1,204,7,1,0,2e+06,11666.6669921875,2e+06,2e+06,1,1,0,39,6,2,40,4,1
4521330,3,1,46,1,120,5,1,0,2e+06,9722.22265625,2e+06,2e+06,1,1,0,81,4,2,48,4,1
4521330,3,0,36,1,82,6,1,0,550000,2673.61108398438,550000,550000,1,1,0,79,5,2,48,4,1
4521331,1,0,61,1,0,4,1,0,3e+05,1750,420000,420000,1,0,0,45,3,2,40,1,2
4521331,1,1,37,1,0,5,1,0,737717,2868.8994140625,737717,737717,1,0,0,81,4,2,60,1,2
4521332,1,1,36,1,18,7,1,0,737717,3073.82080078125,737717,737717,1,0,0,45,6,2,56,1,1
4521332,1,0,22,6,36,6,1,0,8e+05,5185.18505859375,9e+05,9e+05,1,0,0,54,5,2,36,3,1
4521334,2,1,45,1,4,6,1,0,737717,2868.8994140625,737717,737717,0,0,1,58,5,2,60,1,5
4521335,2,1,42,1,36,3,1,0,3e+06,5384.615234375,3e+06,3e+06,1,0,1,98,3,2,130,5,2
4521335,2,0,23,6,24,7,1,0,350000,2041.66662597656,350000,350000,1,1,0,45,6,2,40,4,1
4521336,2,0,33,1,3,6,1,0,1708140,8857.0224609375,1708140,1708140,0,0,1,59,5,2,45,1,5
4521336,2,1,64,1,240,4,1,0,8e+05,2962.962890625,920000,920000,0,1,0,41,3,2,63,4,3
4521337,2,1,45,1,240,6,1,0,2e+06,9722.22265625,2e+06,2e+06,1,1,0,84,5,2,48,4,1
4521337,2,0,44,1,180,6,1,0,793383.6875,3856.72631835938,793383.666666667,793383.666666667,0,0,1,33,5,2,48,1,4
4521338,2,0,33,4,4,6,1,0,650000,6319.4443359375,650000,650000,0,0,1,39,5,2,24,1,5
4521338,2,1,39,1,60,5,1,0,2e+06,19444.4453125,2e+06,2e+06,1,1,0,98,4,2,24,4,2
4521339,2,1,35,6,12,7,1,0,2e+06,6306.30615234375,2400000,2400000,1,1,0,81,6,2,48,4,1
4521340,3,0,42,1,1,6,1,0,879857,4277.08251953125,879857,879857,0,0,1,39,5,2,48,1,5
4521340,3,1,40,1,2,7,1,0,8e+05,5333.33349609375,8e+05,8e+05,1,1,0,41,6,2,35,4,2
4521342,1,1,24,1,6,5,1,0,962740,2674.27783203125,962740,962740,0,0,1,42,4,2,84,1,5
4521342,1,0,27,4,24,4,1,0,1200000,7777.77783203125,1200000,1200000,1,1,0,55,3,2,36,4,1
4521343,3,0,48,1,360,3,1,0,8e+05,3888.88891601562,1449191,1449191,1,1,0,55,3,2,48,4,1
4521343,3,0,22,1,24,7,1,0,1003973.3125,4880.42578125,1062306.33333333,1003973.33333333,0,0,1,33,6,2,48,1,4
4521343,3,1,58,1,18,6,1,0,750000,4375,750000,750000,1,1,0,37,5,2,40,4,1
4521343,3,1,53,1,240,6,1,0,7e+05,4083.33325195312,7e+05,7e+05,1,1,0,87,5,2,40,4,1
4521343,3,1,73,6,18,1,1,0,50000,972.222229003906,50000,50000,1,1,0,45,1,2,12,4,1
4521344,1,1,37,1,120,3,1,0,7e+05,4083.33325195312,7e+05,7e+05,1,0,0,97,3,2,40,1,2
4521344,1,0,36,4,3,1,1,0,160000,1493.33337402344,160000,160000,1,1,0,79,1,2,25,4,1
4521345,2,1,66,1,180,4,1,0,7e+05,4537.037109375,820000,820000,1,1,0,87,3,2,36,4,1
4521345,2,0,47,1,36,3,1,0,6e+05,2500,8e+05,8e+05,1,0,0,54,3,2,56,3,2
4521346,1,1,26,1,5,7,1,0,8e+05,2962.962890625,1040000,1040000,1,0,0,45,6,2,63,1,2
4521346,1,0,23,1,1,6,1,0,2e+05,1037.03698730469,320000,320000,1,0,0,54,5,2,45,3,1
4521347,3,0,45,1,82,5,1,0,7e+05,3266.66674804688,7e+05,7e+05,1,1,0,18,4,1,50,4,1
4521347,3,1,27,1,36,6,1,0,7e+05,3266.66674804688,7e+05,7e+05,1,1,0,18,5,1,50,4,1
4521347,3,0,25,1,36,7,1,0,882333.4375,5146.94482421875,882333.416666667,882333.416666667,0,0,1,11,6,2,40,1,4
4521348,1,1,26,1,3,6,1,0,8e+05,3888.88891601562,8e+05,8e+05,0,0,0,53,5,2,48,1,3
4521351,3,1,33,1,144,7,1,0,1891666.625,6305.55517578125,1891666.66666667,1891666.66666667,0,0,1,58,6,2,70,2,5
4521351,3,0,30,1,18,7,1,0,1166473.375,5670.3564453125,1166473.33333333,1166473.33333333,0,0,1,11,6,2,48,1,5
4521352,2,1,30,1,108,6,1,0,2688133.25,8711.54296875,2688133.33333333,2688133.33333333,0,0,1,58,5,2,72,2,5
4521353,1,0,22,1,3,5,1,0,9e+05,3750,1100000,1100000,1,0,0,53,4,2,56,1,2
4521353,1,1,25,1,18,5,1,0,9e+05,2187.5,9e+05,9e+05,1,1,0,97,4,2,96,4,1
4521353,1,1,19,1,5,5,1,0,9e+05,2187.5,9e+05,9e+05,1,1,0,97,4,2,96,4,1
4521357,2,1,55,1,36,3,1,0,3e+05,1458.33337402344,3e+05,3e+05,1,1,0,95,3,1,48,4,1
4521358,1,1,48,1,36,6,1,0,9e+05,4375,9e+05,9e+05,1,0,0,95,5,2,48,5,2
4521358,1,0,35,1,36,6,1,0,9e+05,4375,9e+05,9e+05,1,1,0,79,5,2,48,4,1
4521361,3,1,37,1,0,4,1,0,1500000,6250,1500000,1500000,1,0,0,77,3,2,56,1,2
4521361,3,0,36,6,6,4,1,0,5e+05,2160.49389648438,7e+05,7e+05,0,0,0,53,3,1,54,1,3
4521362,2,0,40,4,8,6,1,0,4e+05,4242.42431640625,406000,406000,1,1,0,5,5,2,18,4,1
4521363,2,0,63,1,2,7,1,0,320000,2488.88891601562,6e+05,6e+05,1,0,0,53,6,2,30,1,2
4521363,2,1,32,1,2,7,1,0,9e+05,3500,1150000,1150000,1,0,0,53,6,2,60,1,2
4521364,2,1,29,1,12,7,1,0,3e+05,972.222229003906,3e+05,3e+05,1,1,0,98,6,2,72,4,1
4521367,3,1,52,1,13,6,1,0,1200000,3888.88891601562,1200000,1200000,1,1,0,98,5,2,72,4,1
4521367,3,0,48,1,18,6,1,0,1400000,7259.25927734375,1660000,1660000,1,0,1,54,5,2,45,3,1
4521367,3,0,30,4,6,7,1,0,427500,12468.75,467500,467500,0,0,1,33,6,1,8,1,4
4521367,3,1,23,1,36,6,1,0,1300000,4212.962890625,1300000,1300000,1,1,1,98,5,2,72,4,1
4521369,2,0,32,1,8,7,1,0,8e+05,3888.88891601562,8e+05,8e+05,1,0,0,45,6,2,48,1,2
4521373,2,1,54,1,156,5,1,0,1289806.625,6269.8935546875,1289806.66666667,1289806.66666667,0,0,1,84,4,2,48,1,5
4521373,2,0,47,1,12,5,1,0,882523.6875,4290.0458984375,882523.666666667,882523.666666667,0,0,1,90,4,2,48,1,5
4521374,5,1,50,1,16,7,1,0,1.4e+07,59393.9375,15254000,15254000,0,0,1,11,6,2,55,1,5
4521374,5,0,50,1,3,7,1,0,3e+06,10000,3e+06,3e+06,0,0,1,42,6,2,70,1,5
4521375,5,0,42,1,180,7,1,0,2650000,12881.9443359375,2650000,2650000,0,0,1,21,6,2,48,1,5
4521377,2,1,40,6,13,6,1,0,912523.6875,4435.87890625,912523.666666667,912523.666666667,1,0,1,37,5,2,48,1,2
4521382,2,1,39,4,11,7,1,0,1100000,18333.333984375,1100000,1100000,0,0,0,36,6,2,14,1,5
4521382,2,0,24,1,7,7,1,0,962740,4679.986328125,962740,962740,0,0,1,59,6,2,48,1,5
4521384,2,1,24,1,48,6,1,0,883357,4294.0966796875,883357,883357,1,0,1,39,5,2,48,1,2
4521390,2,0,54,4,10,6,1,0,480000,3733.33325195312,480000,480000,1,1,0,55,5,2,30,4,1
4521391,2,1,24,1,18,7,1,0,882333.4375,4289.12109375,882333.416666667,882333.416666667,0,0,1,38,6,2,48,1,5
4521392,2,1,25,1,12,6,1,0,911333.4375,4430.09326171875,911333.416666667,911333.416666667,0,0,1,58,5,2,48,1,5
4521392,2,0,23,1,1,7,1,0,560000,2074.07397460938,962666.666666667,962666.666666667,1,0,0,53,6,2,63,1,2
4521393,2,1,60,1,60,5,1,0,1e+06,3888.88891601562,1400000,1e+06,1,1,0,45,4,2,60,4,1
4521393,2,0,56,1,120,4,1,0,7e+05,4083.33325195312,7e+05,7e+05,1,1,0,41,3,2,40,4,1
4521395,3,1,40,1,30,7,1,0,1549806.625,9040.5390625,1549806.66666667,1549806.66666667,0,0,1,39,6,2,40,1,5
4521395,3,0,40,1,60,7,1,0,6500000,37916.66796875,6700000,6700000,0,0,1,11,6,2,40,1,5
4521395,3,1,51,1,1,7,1,0,1550000,9041.6669921875,1550000,1550000,0,0,1,13,6,2,40,1,5
4521396,3,1,29,1,10,7,1,0,2625000,12760.4169921875,2625000,2625000,0,0,1,8,6,2,48,1,5
4521396,3,1,48,6,256,7,1,0,2275000,11059.02734375,2275000,2275000,0,0,1,30,6,2,48,1,5
4521397,2,0,35,1,120,7,1,0,1070666.625,5204.62939453125,1070666.66666667,1070666.66666667,0,0,1,11,6,2,48,1,4
4521398,2,0,43,1,1,6,1,0,908190.3125,4414.81396484375,908190.333333333,908190.333333333,0,0,1,97,5,2,48,1,4
4521398,2,0,20,1,7,6,1,0,845857,4111.8046875,845857,845857,1,0,1,45,5,2,48,1,2
4521399,3,1,30,1,18,6,1,0,8e+05,4666.66650390625,8e+05,8e+05,1,0,0,53,5,2,40,5,2
4521399,3,0,30,1,36,6,1,0,1030000,5006.9443359375,1918000,1918000,0,0,1,30,5,2,48,1,5
4521399,3,0,33,2,0,6,1,0,40000,1166.66662597656,73333.3333333333,73333.3333333333,1,0,0,53,5,1,8,1,2
