"","estrato1","sex","age","p6240","p6426","ina","maxEducLevel","ocu","dsi","y_total_m_ha"
"26884",3,0,58,1,60,NA,4,1,0,3370.37036132812
"26886",1,0,23,1,12,NA,7,1,0,3888.88891601562
"26888",5,0,41,1,200,NA,7,1,0,16770.833984375
"26889",2,1,36,1,48,NA,7,1,0,8773.7109375
"26890",2,0,32,1,30,NA,7,1,0,5061.32275390625
"26892",5,0,34,1,18,NA,7,1,0,50458.33203125
"26893",5,1,26,1,12,NA,7,1,0,15037.037109375
"26894",5,0,54,1,60,NA,7,1,0,3888.88891601562
"26895",3,1,41,1,24,NA,7,1,0,19201.388671875
"26896",3,1,29,1,51,NA,7,1,0,10047.9169921875
"26898",2,0,48,6,72,NA,6,1,0,3694.4443359375
"26899",2,1,53,1,276,NA,5,1,0,2187.5
"26904",2,0,44,1,180,NA,6,1,0,10953.703125
"26909",2,0,24,1,4,NA,6,1,0,6023.255859375
"26910",2,1,21,1,2,NA,7,1,0,6262.13671875
"26913",1,0,48,1,120,NA,7,1,0,13611.1103515625
"26916",3,0,28,1,9,NA,7,1,0,11092.171875
"26917",3,0,52,1,9,NA,7,1,0,6347.8974609375
"26919",3,1,25,1,19,NA,7,1,0,8155
"26926",2,1,27,1,6,NA,6,1,0,2916.66674804688
"26929",3,1,66,1,72,NA,4,1,0,2333.33325195312
"26930",3,0,73,6,420,NA,3,1,0,NA
"26931",2,0,49,1,36,NA,5,1,0,2430.5556640625
"26932",2,0,21,1,8,NA,7,1,0,8584.0087890625
"26934",2,0,39,1,120,NA,6,1,0,4671.29931640625
"26939",2,1,54,1,192,NA,7,1,0,3589.74365234375
"26940",2,0,47,1,180,NA,6,1,0,2512.82055664062
"26941",2,0,24,3,120,NA,7,1,0,NA
"26944",3,1,34,1,144,NA,6,1,0,5975.97607421875
"26947",3,0,38,1,84,NA,6,1,0,5174.66455078125
"26951",2,1,43,1,24,NA,3,1,0,3645.83325195312
"26954",2,0,29,1,9,NA,7,1,0,7939.81494140625
"26956",2,0,35,1,36,NA,6,1,0,3246.20043945312
"26961",3,1,54,1,6,NA,5,1,0,2651.6513671875
"26962",3,1,30,1,12,NA,6,1,0,2333.33325195312
"26964",3,1,27,1,36,NA,5,1,0,2666.66674804688
"26965",3,1,21,1,12,NA,5,1,0,2083.33325195312
"26968",3,0,61,6,60,NA,4,1,0,4666.66650390625
"26969",3,1,32,1,10,NA,7,1,0,30916.666015625
"26970",3,1,42,1,5,NA,7,1,0,4853.791015625
"26971",3,0,22,1,3,NA,7,1,0,4200
"26972",3,1,22,1,2,NA,5,1,0,4083.33325195312
"26973",3,0,47,1,1,NA,5,1,0,3360
"26978",3,1,51,1,48,NA,6,1,0,5938.6572265625
"26982",6,0,25,1,2,NA,7,1,0,9074.07421875
"26983",6,1,51,1,9,NA,7,1,0,15166.6669921875
"26987",3,0,28,1,8,NA,6,1,0,5806.81298828125
"26988",3,0,23,3,48,NA,7,1,0,7000
"26989",3,1,31,1,94,NA,7,1,0,6553.0302734375
"26990",3,1,49,1,24,NA,5,1,0,3500
"26991",3,0,79,6,3,NA,1,1,0,1400
"26997",6,1,37,1,180,NA,7,1,0,46666.66796875
"26998",6,0,35,1,120,NA,7,1,0,33055.5546875
"26999",3,1,29,1,13,NA,7,1,0,15523.1484375
"27002",2,1,49,1,1,NA,6,1,0,6262.13671875
"27003",2,1,24,1,1,NA,7,1,0,5071.80908203125
"27004",3,1,41,1,24,NA,7,1,0,NA
"27011",3,0,30,1,9,NA,7,1,0,4693.17431640625
"27012",3,0,56,1,96,NA,6,1,0,4226.5078125
"27013",3,1,59,1,180,NA,5,1,0,5289.91455078125
"27016",3,0,36,1,7,NA,4,1,0,4372.3408203125
"27017",3,1,29,1,1,NA,6,1,0,4226.5078125
"27019",3,1,33,1,84,NA,7,1,0,13434.34375
"27024",3,1,46,1,288,NA,7,1,0,NA
"27025",3,0,45,4,120,NA,7,1,0,14583.3330078125
"27028",3,0,23,1,9,NA,7,1,0,11180.5556640625
"27034",6,0,38,1,1,NA,7,1,0,6262.13671875
"27040",3,0,26,1,12,NA,7,1,0,5309.35888671875
"27042",3,1,30,1,48,NA,7,1,0,14583.3330078125
"27045",2,1,21,1,24,NA,7,1,0,8064.798828125
"27047",2,0,53,1,420,NA,4,1,0,2430.5556640625
"27049",3,1,31,1,5,NA,6,1,0,2266.66674804688
"27050",3,1,41,1,8,NA,6,1,0,3587.48803710938
"27051",3,1,18,1,14,NA,6,1,0,7000
"27052",3,0,48,1,9,NA,6,1,0,4680.00048828125
"27055",2,1,28,1,12,NA,5,1,0,3111.11108398438
"27057",3,0,53,1,24,NA,5,1,0,5962.962890625
"27058",3,0,28,1,24,NA,7,1,0,6846.06494140625
"27060",3,1,50,1,12,NA,6,1,0,3888.88891601562
"27061",3,0,56,1,96,NA,4,1,0,1555.55554199219
"27062",3,1,24,1,6,NA,6,1,0,4666.66650390625
"27063",6,0,44,1,84,NA,7,1,0,58333.33203125
"27066",3,1,58,1,480,NA,6,1,0,4131.9443359375
"27067",3,1,58,1,120,NA,6,1,0,3645.83325195312
"27069",3,1,64,6,4,NA,4,1,0,3500
"27070",3,1,29,1,3,NA,6,1,0,4666.66650390625
"27071",3,1,55,1,1,NA,6,1,0,4534.16748046875
"27072",3,1,57,1,18,NA,6,1,0,3333.33325195312
"27075",3,0,24,1,48,NA,7,1,0,4212.962890625
"27078",3,1,60,1,12,NA,5,1,0,5090.9091796875
"27081",2,1,30,1,48,NA,6,1,0,4542.98291015625
"27082",2,0,27,1,18,NA,7,1,0,4609.35888671875
"27084",6,1,53,1,240,NA,7,1,0,58333.33203125
"27085",1,1,62,6,240,NA,3,1,0,2333.33325195312
"27088",1,1,24,1,2,NA,6,1,0,2800
"27090",1,1,35,1,12,NA,5,1,0,4040.361328125
"27091",1,0,38,4,5,NA,6,1,0,583.333312988281
"27092",2,0,45,1,148,NA,6,1,0,3921.29638671875
"27093",5,0,28,1,48,NA,7,1,0,9965.27734375
"27095",6,1,51,1,72,NA,7,1,0,31111.111328125
"27096",6,0,49,1,72,NA,7,1,0,47395.83203125
"27097",6,0,23,3,2,NA,7,1,0,NA
"27100",1,1,29,6,12,NA,7,1,0,6019.0810546875
"27101",1,0,27,1,60,NA,7,1,0,10747.322265625
"27102",1,1,33,1,76,NA,6,1,0,4546.328125
"27103",1,1,61,1,300,NA,3,1,0,3637.06274414062
"27106",1,0,24,1,12,NA,6,1,0,4667.85595703125
"27107",2,0,69,4,240,NA,5,1,0,4861.111328125
"27108",2,1,30,1,12,NA,6,1,0,3797.7041015625
"27109",3,1,31,1,24,NA,4,1,0,4202.796875
"27110",3,1,24,1,10,NA,6,1,0,4378.41748046875
"27111",3,0,23,1,1,NA,4,1,0,4226.5078125
"27113",2,0,25,1,24,NA,7,1,0,4050.92578125
"27114",2,1,29,1,6,NA,5,1,0,3791.66674804688
"27115",2,1,44,1,1,NA,5,1,0,3111.11108398438
"27116",2,1,57,6,180,NA,4,1,0,4861.111328125
"27117",2,0,64,1,48,NA,3,1,0,2222.22216796875
"27119",2,0,41,1,6,NA,5,1,0,4679.80615234375
"27120",2,1,43,1,36,NA,5,1,0,3888.88891601562
"27121",2,0,40,1,6,NA,4,1,0,4433.10498046875
"27126",3,1,52,1,1,NA,6,1,0,NA
"27128",3,0,48,1,180,NA,7,1,0,NA
"27129",3,1,50,1,15,NA,6,1,0,NA
"27130",3,1,37,1,48,NA,7,1,0,NA
"27136",6,0,62,1,272,NA,6,1,0,NA
"27137",6,1,61,1,272,NA,7,1,0,70000
"27139",3,1,44,1,4,NA,6,1,0,10252.525390625
"27140",3,0,49,1,36,NA,7,1,0,7241.34130859375
"27141",3,0,27,1,12,NA,7,1,0,17256.9453125
"27144",1,0,42,1,12,NA,4,1,0,3888.88891601562
"27145",1,1,39,1,12,NA,4,1,0,4518.17431640625
"27148",3,1,32,1,3,NA,6,1,0,4472.22216796875
"27149",3,1,30,1,24,NA,7,1,0,17824.07421875
"27152",2,1,21,1,50,NA,6,1,0,3888.88891601562
"27153",2,0,23,1,10,NA,6,1,0,2333.33325195312
"27155",2,1,29,1,36,NA,6,1,0,5665.8994140625
"27157",3,1,60,1,60,NA,6,1,0,NA
"27158",3,1,35,1,7,NA,7,1,0,NA
"27160",3,1,37,1,36,NA,7,1,0,NA
"27162",2,0,70,1,240,NA,4,1,0,3888.88891601562
"27166",2,0,20,1,7,NA,7,1,0,4226.5078125
"27167",2,0,55,1,156,NA,6,1,0,4186.990234375
"27168",2,0,24,1,53,NA,6,1,0,4825.84228515625
"27171",2,1,27,1,6,NA,5,1,0,5713.47607421875
"27173",2,0,40,1,72,NA,6,1,0,4364.6298828125
"27175",2,1,34,1,1,NA,6,1,0,3456.7900390625
"27176",2,0,46,1,2,NA,3,1,0,2828.28271484375
"27178",3,1,41,1,38,NA,7,1,0,18958.333984375
"27179",2,0,54,1,360,NA,6,1,0,2916.66674804688
"27181",2,1,56,1,24,NA,5,1,0,9722.22265625
"27184",2,0,38,1,2,NA,6,1,0,3886.42919921875
"27188",2,0,24,1,5,NA,6,1,0,4463.52587890625
"27189",2,1,50,1,120,NA,5,1,0,3402.77783203125
"27190",2,0,46,1,36,NA,5,1,0,1212.12121582031
"27192",2,0,22,1,12,NA,6,1,0,3333.33325195312
"27193",2,0,48,1,90,NA,6,1,0,3733.33325195312
"27195",2,1,50,1,72,NA,6,1,0,7425.56298828125
"27196",2,1,25,1,18,NA,7,1,0,4641.7666015625
"27200",3,0,27,1,36,NA,7,1,0,5695.00732421875
"27201",3,1,26,1,36,NA,7,1,0,NA
"27202",3,0,27,1,12,NA,7,1,0,4933.43310546875
"27206",2,0,31,1,12,NA,6,1,0,3888.88891601562
"27207",2,1,36,1,132,NA,6,1,0,6714.22021484375
"27210",2,0,39,4,2,NA,4,1,0,1296.29626464844
"27211",2,1,49,1,24,NA,3,1,0,2430.5556640625
"27214",2,0,35,1,36,NA,6,1,0,4297.46630859375
"27215",3,1,63,1,180,NA,7,1,0,8750
"27216",2,1,22,1,7,NA,7,1,0,NA
"27217",3,1,49,1,60,NA,7,1,0,5833.33349609375
"27218",3,1,55,1,24,NA,6,1,0,3797.7041015625
"27221",2,1,40,1,120,NA,5,1,0,3563.04223632812
"27224",1,1,24,1,12,NA,6,1,0,4692.16162109375
"27231",1,0,54,1,60,NA,5,1,0,3111.11108398438
"27233",1,0,24,1,2,NA,5,1,0,4666.66650390625
"27234",1,1,46,6,1,NA,4,1,0,NA
"27235",1,0,26,6,36,NA,5,1,0,NA
"27236",1,1,19,1,48,NA,5,1,0,3266.66674804688
"27241",3,1,33,1,2,NA,6,1,0,4520.60498046875
"27242",3,0,34,1,18,NA,7,1,0,9320.5859375
"27243",4,1,43,1,25,NA,3,1,0,2842.91381835938
"27247",6,1,42,1,204,NA,7,1,0,50909.08984375
"27248",6,0,37,4,36,NA,7,1,0,38888.890625
"27250",1,1,30,1,18,NA,6,1,0,6181.11865234375
"27251",1,0,25,1,48,NA,6,1,0,2074.07397460938
"27253",2,0,33,4,3,NA,7,1,0,29166.666015625
"27254",2,1,33,1,34,NA,7,1,0,4563.47021484375
"27256",3,1,36,3,60,NA,7,1,0,14000
"27261",1,0,23,1,1,NA,5,1,0,2916.66674804688
"27263",1,1,31,1,84,NA,6,1,0,6578.70361328125
"27265",1,0,29,1,24,NA,7,1,0,6043.38671875
"27266",3,0,31,6,12,NA,7,1,0,4404.74853515625
"27267",3,0,65,4,120,NA,3,1,0,4666.66650390625
"27268",3,1,64,6,0,NA,6,1,0,NA
"27269",3,0,34,1,10,NA,5,1,0,4534.16748046875
"27271",1,0,51,1,48,NA,5,1,0,NA
"27272",1,0,20,1,5,NA,7,1,0,4375
"27273",1,0,19,1,1,NA,5,1,0,1620.37036132812
"27274",1,1,26,1,1,NA,6,1,0,4226.5078125
"27277",1,0,29,4,20,NA,6,1,0,4799.10595703125
"27278",1,1,46,1,7,NA,6,1,0,3111.11108398438
"27281",3,1,19,1,2,NA,6,1,0,3188.88891601562
"27282",3,1,21,1,6,NA,6,1,0,3888.88891601562
"27284",6,1,61,6,48,NA,7,1,0,233333.328125
"27286",6,0,29,1,3,NA,7,1,0,15555.5556640625
"27287",6,1,26,1,30,NA,7,1,0,20189.814453125
"27288",6,1,39,1,156,NA,7,1,0,19444.4453125
"27289",6,0,32,1,72,NA,7,1,0,12152.77734375
"27290",2,1,23,1,2,NA,6,1,0,2000
"27291",2,0,19,1,4,NA,6,1,0,4520.83349609375
"27293",2,0,61,1,120,NA,5,1,0,1866.66662597656
"27295",2,1,28,1,18,NA,7,1,0,9362.140625
"27296",6,1,52,1,48,NA,7,1,0,155555.5625
"27297",6,0,49,1,48,NA,7,1,0,155555.5625
"27299",6,0,64,1,168,NA,7,1,0,NA
"27300",6,0,44,1,120,NA,7,1,0,NA
"27305",2,1,34,1,276,NA,4,1,0,4861.111328125
"27308",2,0,22,1,12,NA,6,1,0,3881.41015625
"27309",3,1,49,1,6,NA,6,1,0,NA
"27317",3,0,52,1,250,NA,7,1,0,7832.27587890625
"27321",2,0,41,1,336,NA,5,1,0,3888.88891601562
"27322",2,1,45,1,56,NA,5,1,0,7000
"27323",2,0,44,1,4,NA,5,1,0,538.461547851562
"27327",2,0,34,1,8,NA,5,1,0,4180.5556640625
"27330",2,1,44,1,204,NA,7,1,0,6791.29638671875
"27333",2,0,27,1,10,NA,6,1,0,4163.1435546875
"27334",2,1,22,1,1,NA,7,1,0,3111.11108398438
"27336",2,1,40,1,60,NA,4,1,0,4666.66650390625
"27339",2,0,31,4,12,NA,6,1,0,466.666656494141
"27340",2,1,37,6,240,NA,7,1,0,9100
"27348",6,1,38,1,120,NA,7,1,0,25925.92578125
"27349",6,0,35,1,30,NA,7,1,0,39375
"27353",3,1,59,1,48,NA,4,1,0,5277.77783203125
"27355",3,1,31,1,1,NA,7,1,0,4620.8203125
"27356",3,0,33,1,2,NA,6,1,0,4965.84033203125
"27358",2,1,63,1,300,NA,3,1,0,833.333312988281
"27359",2,0,61,6,300,NA,3,1,0,NA
"27361",2,1,38,1,24,NA,7,1,0,4226.5078125
"27362",3,1,26,3,8,NA,7,1,0,5833.33349609375
"27363",3,0,25,1,12,NA,7,1,0,3645.7958984375
"27365",6,0,27,1,12,NA,7,1,0,20416.666015625
"27366",6,1,25,1,4,NA,7,1,0,7291.66650390625
"27367",6,1,28,1,30,NA,7,1,0,27222.22265625
"27368",2,0,31,1,8,NA,7,1,0,3111.11108398438
"27369",2,1,44,1,36,NA,6,1,0,5833.33349609375
"27373",2,0,53,1,156,NA,7,1,0,11342.59375
"27375",2,1,33,1,36,NA,7,1,0,NA
"27376",3,1,51,1,84,NA,7,1,0,1944.44445800781
"27378",3,0,25,1,4,NA,7,1,0,3797.7041015625
"27380",2,0,37,1,6,NA,6,1,0,4180.5556640625
"27382",2,1,42,1,140,NA,5,1,0,6666.66650390625
"27384",2,1,30,4,2,NA,7,1,0,4666.66650390625
"27386",2,1,61,1,36,NA,4,1,0,3888.88891601562
"27389",3,1,41,1,4,NA,7,1,0,5638.24609375
"27390",2,0,72,4,180,NA,4,1,0,7000
"27391",6,0,55,1,300,NA,7,1,0,14000
"27393",3,0,48,1,9,NA,7,1,0,7291.66650390625
"27396",2,0,20,3,7,NA,7,1,0,NA
"27397",2,0,42,1,7,NA,6,1,0,921.052612304688
"27398",2,1,44,1,96,NA,4,1,0,4858.4521484375
"27400",6,0,25,1,5,NA,7,1,0,26666.666015625
"27401",3,0,51,4,12,NA,6,1,0,4666.66650390625
"27403",3,1,54,1,192,NA,6,1,0,5394.1806640625
"27407",2,0,60,1,264,NA,5,1,0,4546.328125
"27408",2,1,32,1,96,NA,5,1,0,3038.16333007812
"27411",3,1,28,1,4,NA,7,1,0,16284.72265625
"27412",3,1,34,1,5,NA,7,1,0,5833.33349609375
"27413",3,0,41,1,12,NA,7,1,0,6983.87353515625
"27422",2,1,28,6,48,NA,6,1,0,4666.66650390625
"27424",2,1,51,1,273,NA,6,1,0,8952.5458984375
"27429",6,1,58,1,30,NA,7,1,0,NA
"27430",3,1,35,1,60,NA,6,1,0,4226.5078125
"27431",3,0,32,1,24,NA,6,1,0,4226.5078125
"27432",3,0,29,4,8,NA,7,1,0,2604.13989257812
"27433",3,1,29,1,3,NA,7,1,0,5009.70947265625
"27434",3,0,22,1,30,NA,6,1,0,7650.2734375
"27436",2,1,33,1,36,NA,6,1,0,3038.16333007812
"27437",2,0,33,1,5,NA,6,1,0,3797.7041015625
"27440",2,0,56,1,9,NA,7,1,0,4861.111328125
"27441",2,1,55,1,9,NA,6,1,0,4666.66650390625
"27442",2,0,30,1,1,NA,7,1,0,2871.794921875
"27443",2,1,27,1,60,NA,6,1,0,3579.13989257812
"27446",2,0,43,1,60,NA,4,1,0,4212.962890625
"27447",2,1,22,1,36,NA,7,1,0,5412.037109375
"27448",2,0,23,1,28,NA,7,1,0,4739.58349609375
"27450",3,0,24,1,10,NA,7,1,0,11412.037109375
"27451",3,0,43,1,10,NA,7,1,0,10022.8974609375
"27453",3,0,43,1,132,NA,7,1,0,40250
"27454",3,1,51,1,108,NA,7,1,0,4861.111328125
"27457",3,1,38,1,10,NA,6,1,0,4317.6923828125
"27459",3,1,59,1,300,NA,7,1,0,8333.3330078125
"27466",3,1,23,1,12,NA,7,1,0,4444.4443359375
"27467",3,0,60,4,3,NA,4,1,0,243.055557250977
"27469",3,0,33,1,11,NA,7,1,0,NA
"27470",3,1,30,1,6,NA,7,1,0,18083.333984375
"27474",3,1,52,1,60,NA,6,1,0,7801.48828125
"27480",1,0,39,1,72,NA,5,1,0,4263.3583984375
"27482",2,1,54,1,1,NA,5,1,0,2943.2763671875
"27484",4,0,45,1,120,NA,7,1,0,4542.98291015625
"27486",4,0,25,1,2,NA,7,1,0,11083.3330078125
"27490",2,0,45,6,60,NA,7,1,0,2333.33325195312
"27492",2,0,35,1,84,NA,6,1,0,5391.998046875
"27502",1,1,52,1,120,NA,7,1,0,4838.03369140625
"27507",4,0,72,1,216,NA,6,1,0,4542.98291015625
"27508",3,0,39,1,108,NA,7,1,0,9178.8037109375
"27511",3,0,25,1,24,NA,6,1,0,4530.3271484375
"27513",1,1,58,1,240,NA,4,1,0,3888.88891601562
"27520",2,0,52,1,36,NA,6,1,0,4474.3359375
"27523",4,0,45,1,36,NA,7,1,0,18958.333984375
"27524",2,1,63,1,240,NA,4,1,0,3333.33325195312
"27525",2,1,44,1,3,NA,4,1,0,NA
"27526",1,1,30,1,12,NA,5,1,0,3888.88891601562
"27529",1,1,40,1,36,NA,4,1,0,4704.5166015625
"27531",1,1,38,1,48,NA,6,1,0,4546.328125
"27532",2,0,56,1,192,NA,7,1,0,21583.333984375
"27533",2,0,28,1,1,NA,7,1,0,NA
"27534",2,0,28,1,48,NA,7,1,0,12152.77734375
"27535",2,1,56,1,0,NA,7,1,0,36458.33203125
"27536",2,0,54,1,224,NA,6,1,0,3070.17553710938
"27537",2,0,25,1,9,NA,7,1,0,5046.85888671875
"27539",2,0,41,1,216,NA,5,1,0,4542.47998046875
"27540",2,1,45,1,10,NA,3,1,0,4131.9443359375
"27546",4,1,53,4,96,NA,6,1,0,NA
"27547",4,0,46,1,10,NA,7,1,0,11666.6669921875
"27551",2,0,20,4,24,NA,7,1,0,4622.1064453125
"27553",2,0,60,1,9,NA,5,1,0,2625
"27554",2,1,57,1,180,NA,5,1,0,2333.33325195312
"27555",2,0,46,1,216,NA,6,1,0,4550.58203125
"27556",2,1,52,1,60,NA,5,1,0,3354.81811523438
"27557",2,0,58,4,15,NA,5,1,0,4666.66650390625
"27560",4,1,28,1,36,NA,7,1,0,28437.5
"27562",4,1,60,1,300,NA,7,1,0,72916.6640625
"27564",1,0,59,1,2,NA,4,1,0,2430.5556640625
"27568",1,0,47,1,120,NA,6,1,0,2916.66674804688
"27569",2,1,38,1,24,NA,6,1,0,3733.33325195312
"27570",2,1,59,1,36,NA,4,1,0,4530.3271484375
"27572",2,0,36,1,3,NA,7,1,0,8394.89453125
"27573",2,1,37,1,18,NA,7,1,0,6662.4873046875
"27575",1,1,37,1,48,NA,4,1,0,2333.33325195312
"27576",1,0,32,1,18,NA,7,1,0,12444.4443359375
"27580",2,0,37,1,120,NA,6,1,0,3500
"27583",4,0,30,1,60,NA,7,1,0,4803.92138671875
"27584",3,0,28,1,7,NA,7,1,0,14505.5546875
"27585",1,0,47,1,48,NA,4,1,0,3159.72216796875
"27592",3,1,70,1,144,NA,5,1,0,3111.11108398438
"27594",3,0,37,1,24,NA,7,1,0,NA
"27595",3,1,44,1,7,NA,6,1,0,NA
"27597",3,1,39,1,60,NA,6,1,0,NA
"27598",3,0,47,1,11,NA,7,1,0,5445.919921875
"27599",3,1,52,1,48,NA,5,1,0,NA
"27600",3,0,21,1,4,NA,7,1,0,NA
"27602",3,0,58,1,6,NA,6,1,0,3402.77783203125
"27610",1,1,35,1,96,NA,6,1,0,10531.111328125
"27611",1,0,32,1,12,NA,6,1,0,3125
"27612",2,1,30,1,84,NA,6,1,0,3111.11108398438
"27613",2,0,35,1,60,NA,5,1,0,4044.4443359375
"27617",1,0,26,4,4,NA,3,1,0,1166.66662597656
"27618",3,0,56,1,200,NA,6,1,0,3393.939453125
"27621",2,1,45,1,40,NA,6,1,0,5046.85888671875
"27622",2,0,43,1,12,NA,5,1,0,2916.66674804688
"27624",1,1,22,1,48,NA,6,1,0,3402.77783203125
"27625",1,0,20,1,52,NA,6,1,0,3159.72216796875
"27626",3,1,28,1,24,NA,3,1,0,5333.33349609375
"27627",3,1,31,1,6,NA,4,1,0,NA
"27629",3,1,41,1,2,NA,6,1,0,2414.35180664062
"27630",4,0,59,1,360,NA,6,1,0,3888.88891601562
"27633",2,0,27,1,11,NA,7,1,0,5465.55908203125
"27634",2,1,34,1,96,NA,6,1,0,8750
"27637",3,1,35,1,96,NA,7,1,0,13257.576171875
"27638",3,0,36,4,96,NA,6,1,0,NA
"27640",3,1,48,1,144,NA,7,1,0,10000
"27641",3,1,40,1,3,NA,6,1,0,NA
"27642",3,0,47,4,24,NA,5,1,0,7000
"27647",3,0,53,1,10,NA,6,1,0,1555.55554199219
"27650",2,1,37,1,54,NA,7,1,0,6898.9423828125
"27651",2,0,20,6,12,NA,7,1,0,700
"27653",2,0,46,4,6,NA,5,1,0,7777.77783203125
"27655",2,1,31,1,108,NA,6,1,0,2333.33325195312
"27657",2,1,49,1,336,NA,6,1,0,6842.94580078125
"27659",3,1,26,1,84,NA,7,1,0,5191.8583984375
"27660",3,0,28,1,60,NA,7,1,0,5200.50048828125
"27662",3,1,32,1,6,NA,7,1,0,15798.611328125
"27663",3,0,31,1,120,NA,7,1,0,15798.611328125
"27666",1,1,40,1,48,NA,6,1,0,4504.6298828125
"27667",1,0,32,1,24,NA,5,1,0,4650.462890625
"27669",4,0,52,1,36,NA,7,1,0,7179.4873046875
"27671",4,0,53,1,360,NA,6,1,0,4121.7783203125
"27673",3,1,32,1,2,NA,7,1,0,16969.697265625
"27674",3,0,27,1,10,NA,7,1,0,7583.33349609375
"27678",3,1,36,1,46,NA,7,1,0,5350.21142578125
"27680",3,0,40,1,24,NA,7,1,0,4738.98876953125
"27681",3,1,39,1,12,NA,7,1,0,1166.66662597656
"27682",3,0,48,1,24,NA,7,1,0,10215.83984375
"27685",3,0,37,1,23,NA,7,1,0,4329.6298828125
"27689",2,0,62,4,240,NA,7,1,0,11666.6669921875
"27690",3,1,38,1,96,NA,7,1,0,22186.45703125
"27693",3,1,33,1,60,NA,7,1,0,15798.611328125
"27694",3,0,21,1,1,NA,6,1,0,4744.4443359375
"27697",2,0,44,4,18,NA,3,1,0,4666.66650390625
"27698",2,1,35,1,3,NA,6,1,0,8733.2021484375
"27699",2,0,68,1,72,NA,3,1,0,1600
"27701",2,1,48,1,9,NA,5,1,0,NA
"27703",2,0,34,1,9,NA,6,1,0,3456.7900390625
"27706",3,1,38,1,12,NA,7,1,0,13125
"27707",3,0,41,1,1,NA,7,1,0,10185.185546875
"27710",1,0,31,1,12,NA,7,1,0,4504.6298828125
"27711",1,1,29,1,8,NA,7,1,0,4861.111328125
"27718",2,1,25,1,48,NA,7,1,0,NA
"27721",2,0,38,1,24,NA,7,1,0,8425.92578125
"27724",3,0,30,1,18,NA,7,1,0,11066.5341796875
"27725",3,0,25,1,48,NA,7,1,0,11257.619140625
"27730",3,0,28,1,42,NA,7,1,0,7825.7939453125
"27731",3,1,35,1,46,NA,7,1,0,15446.6669921875
"27734",4,1,49,1,9,NA,7,1,0,12152.77734375
"27737",3,0,40,1,6,NA,7,1,0,32580.248046875
"27738",3,1,34,1,24,NA,7,1,0,17062.5
"27740",4,0,43,1,120,NA,7,1,0,NA
"27744",3,0,63,4,8,NA,6,1,0,4083.33325195312
"27745",4,1,48,1,24,NA,7,1,0,NA
"27746",4,0,27,1,23,NA,7,1,0,NA
"27748",4,0,44,1,24,NA,6,1,0,NA
"27750",1,0,33,1,12,NA,6,1,0,3797.7041015625
"27752",1,1,33,1,36,NA,4,1,0,4837.9951171875
"27753",3,0,25,1,24,NA,7,1,0,4861.111328125
"27755",3,1,37,1,3,NA,7,1,0,38611.109375
"27757",3,0,50,1,132,NA,7,1,0,9479.1669921875
"27760",2,1,47,1,120,NA,5,1,0,4534.16748046875
"27761",2,1,20,1,0,NA,3,1,0,4226.5078125
"27762",2,1,37,1,8,NA,5,1,0,2000
"27764",2,0,47,1,2,NA,4,1,0,2903.70361328125
"27765",1,1,59,1,180,NA,4,1,0,1555.55554199219
"27767",2,1,26,1,36,NA,7,1,0,NA
"27768",2,0,58,1,36,NA,5,1,0,4666.66650390625
"27772",1,0,21,1,1,NA,6,1,0,2333.33325195312
"27774",1,1,25,1,4,NA,6,1,0,2592.59252929688
"27775",1,0,22,4,5,NA,6,1,0,3500
"27777",2,1,31,1,3,NA,6,1,0,5185.18505859375
"27779",2,1,30,1,24,NA,6,1,0,2592.59252929688
"27780",3,0,31,1,6,NA,7,1,0,12279.1669921875
"27781",3,1,28,1,3,NA,7,1,0,11958.3330078125
"27782",3,0,31,1,6,NA,7,1,0,5450.97607421875
"27783",3,0,47,1,96,NA,6,1,0,3972.7041015625
"27784",3,0,27,1,19,NA,6,1,0,10852.712890625
"27785",3,0,24,3,0,NA,7,1,0,1020.83331298828
"27789",2,1,24,1,24,NA,6,1,0,7291.66650390625
"27792",2,0,43,1,60,NA,5,1,0,3888.88891601562
"27794",2,0,32,1,16,NA,7,1,0,7947.32177734375
"27796",3,1,30,1,3,NA,6,1,0,5366.19091796875
"27797",3,0,33,1,10,NA,7,1,0,8681.23046875
"27798",2,0,58,1,24,NA,5,1,0,3888.88891601562
"27799",2,1,56,6,24,NA,4,1,0,NA
"27800",2,1,34,1,24,NA,6,1,0,5289.91455078125
"27802",2,0,31,1,3,NA,6,1,0,3500
"27803",3,0,28,1,48,NA,6,1,0,4083.33325195312
"27804",3,0,42,6,60,NA,7,1,0,NA
"27806",3,1,41,1,120,NA,7,1,0,6859.423828125
"27808",2,1,36,6,120,NA,7,1,0,7777.77783203125
"27809",2,0,34,1,240,NA,7,1,0,9787.037109375
"27813",3,1,61,1,120,NA,7,1,0,NA
"27814",3,1,30,1,48,NA,7,1,0,NA
"27815",3,0,24,1,30,NA,7,1,0,6805.5556640625
"27816",3,0,24,1,1,NA,7,1,0,3500
"27823",3,0,26,1,4,NA,7,1,0,4508.27490234375
"27824",3,1,52,1,3,NA,3,1,0,3500
"27825",3,0,53,1,36,NA,7,1,0,3851.8359375
"27827",2,0,57,1,72,NA,3,1,0,NA
"27828",2,1,55,1,1,NA,6,1,0,5700.833984375
"27830",2,1,26,1,18,NA,7,1,0,11524.8837890625
"27831",2,1,18,1,1,NA,7,1,0,3645.7958984375
